index,id,created_at,text,author.name,label,public_metrics.like_count,public_metrics.retweet_count,links,hash_tags,sentiment
10,1050350770141433856,2018-10-11T11:41:52.000Z,lacroix artificial intelligence waste sortingnnon amiens site veolia installed robot improve,La Croix,fr,0,3,[],[],"{'label': 'neutral', 'score': 0.96966153383255}"
11,919862988965924864,2017-10-16T09:50:01.000Z,arturo san agustn criticizes science considered new religion latest novel josepmassot,La Vanguardia,es,1,3,['https://t.co/AndmURNiRd'],[],"{'label': 'neutral', 'score': 0.891660213470459}"
12,1048114042643079169,2018-10-05T07:33:55.000Z,elpaisretina interpersonal relationships experience values impossible robot achieve see data,EL PAÍS,es,0,23,[],[],"{'label': 'neutral', 'score': 0.7822015881538391}"
13,928805444356886528,2017-11-10T02:04:08.000Z,bingo night new zealand chatbots designed scam scammers,The Guardian,en,14,14,['https://t.co/GUlLUTLMYC'],[],"{'label': 'neutral', 'score': 0.8627350330352783}"
14,924052032830496768,2017-10-27T23:15:47.000Z,artificial intelligence mocks mythical captcha test,La Razón,es,4,4,"['https://t.co/p6Ytjfatk3', 'https://t.co/y0JH8b0eRb']",[],"{'label': 'neutral', 'score': 0.830681562423706}"
15,933004328977223680,2017-11-21T16:09:01.000Z,mirrortech humanoid robot mimics body movements every scifi nerds fantasy,The Mirror,en,0,3,"['https://t.co/ugb1JHP6bb', 'https://t.co/9RbzMJHk']",[],"{'label': 'neutral', 'score': 0.955585777759552}"
16,767744412424298496,2016-08-22T15:25:06.000Z,intelligent robot says wants start business destroy human race,Metro,en,9,12,['https://t.co/5M3bEigXSM'],[],"{'label': 'neutral', 'score': 0.8953636288642883}"
17,1125594349981642758,2019-05-07T02:53:00.000Z,microsoft transformed cloud company attached software hardware store becoming valuable stock exchange company world,Handelsblatt,de,4,2,['https://t.co/rv8flUGmDZ'],[],"{'label': 'neutral', 'score': 0.9220826029777527}"
18,1006564343993884673,2018-06-12T15:50:15.000Z,cassie robot delivery boy walks like ostrich,Repubblica,it,3,1,['https://t.co/vjAHsyR3bW'],[],"{'label': 'neutral', 'score': 0.9453126192092896}"
19,885500940727484418,2017-07-13T14:07:30.000Z,queen duke edinburgh given bomb disposal demo tour new met hq,Evening Standard,en,18,10,"['https://t.co/oBausMnDvn', 'https://t.co/F2VDN4w8dn']",[],"{'label': 'neutral', 'score': 0.9532450437545776}"
20,946763046688608256,2017-12-29T15:21:14.000Z,artificial intelligence challenge arrives ward autism cancer diagnoses,Il Fatto Quotidiano,it,8,3,['https://t.co/dBcXVakIdD'],[],"{'label': 'neutral', 'score': 0.6509270668029785}"
21,857264779710185474,2017-04-26T16:07:05.000Z,robot help sick students,Le Parisien,fr,10,6,"['https://t.co/LNzPhIGtws', 'https://t.co/AQV8myCwsl']",[],"{'label': 'neutral', 'score': 0.936137855052948}"
22,1047823151361667073,2018-10-04T12:18:01.000Z,artificial intelligence authorized make medical diagnosis,Les Echos,fr,2,3,['https://t.co/FerOT3lA9i'],[],"{'label': 'neutral', 'score': 0.9106442332267761}"
23,1147419435793182721,2019-07-06T08:18:06.000Z,artificial intelligence tells companies workers hire,Repubblica,it,3,0,['https://t.co/lpKeYzJN1i'],[],"{'label': 'neutral', 'score': 0.9529264569282532}"
24,958037806261161984,2018-01-29T18:03:07.000Z,blockchain two projects compete management market,Les Echos,fr,0,4,"['https://t.co/f11dOWblRf', 'https://t.co/kdXGs8G9ca']",['#Blockchain'],"{'label': 'neutral', 'score': 0.9642874002456665}"
25,1007584237321621505,2018-06-15T11:22:56.000Z,risotto robotics virtual reality canada created worlds best libraries,The Guardian,en,68,45,['https://t.co/xrfoqSIrk1'],[],"{'label': 'admiration', 'score': 0.706418514251709}"
26,694175144210616321,2016-02-01T15:07:06.000Z,legodesigner profession daniele travels world building robots colored bricks,Repubblica Next,it,25,10,"['https://t.co/x5FFYn8eVt', 'https://t.co/AfWTlCcGgc']",[],"{'label': 'neutral', 'score': 0.9632062911987305}"
27,1116686665995538432,2019-04-12T12:57:02.000Z,mortgage advisor becomes robot clearer objective,De Gelderlander,nl,0,0,['https://t.co/0lPAh8Dsjg'],[],"{'label': 'neutral', 'score': 0.8896663784980774}"
28,272111704412930048,2012-11-23T22:57:40.000Z,journalist le parisien sentenced following diffusion robot portrait serial rape suspect,Le Parisien,fr,3,32,['http://t.co/eUPJF6H3'],[],"{'label': 'neutral', 'score': 0.4201984107494354}"
29,725735298857074689,2016-04-28T17:15:53.000Z,mirrortech china unleashes dalekstyle police robot capable electrocuting rioters,The Mirror,en,0,6,"['https://t.co/GgWIXNtHAI', 'https://t.co/Q98v2uWhjT']",[],"{'label': 'neutral', 'score': 0.9600822329521179}"
30,63994113757937664,2011-04-29T15:52:40.000Z,gaddafis troops cross border tunisia misrata troops libyan leader muammar gaddafi free,De Stentor,nl,0,0,[],[],"{'label': 'neutral', 'score': 0.9615193009376526}"
31,706781612827131904,2016-03-07T10:00:42.000Z,called jeeg robot tomorrow comes visit us webnotte claudsantamaria,Webnotte,it,7,4,['https://t.co/UnXvJggDP4'],['#webnotte'],"{'label': 'neutral', 'score': 0.9590274095535278}"
32,987339497359794177,2018-04-20T14:37:34.000Z,axhoepner two days opening seven trends shaping hannover messe year hm18 handelsblatt,Handelsblatt,de,0,1,[],"['#hm18', '#handelsblatt']","{'label': 'neutral', 'score': 0.9649401903152466}"
33,944840068124041216,2017-12-24T08:00:01.000Z,goodbye ugly clumsy robots today faces movie stars archive pbaldini talks beauty artificial intelligence,7 Corriere,it,8,5,['https://t.co/LVyvZUfq2J'],[],"{'label': 'admiration', 'score': 0.4006969630718231}"
34,786481162927550464,2016-10-13T08:18:16.000Z,buy playstation vr sonys virtual reality headset,alexandre piquard,fr,8,5,['https://t.co/ZjVbxu9Oo4'],[],"{'label': 'neutral', 'score': 0.9605270028114319}"
35,1012966466759659520,2018-06-30T07:50:00.000Z,seems matter time everyone get rid traumas home emdr without psychologist virtual reality glasses,de Volkskrant,nl,10,7,['https://t.co/ZWWjWIQAL3'],[],"{'label': 'neutral', 'score': 0.870370090007782}"
36,1050458199625732096,2018-10-11T18:48:46.000Z,spherical robot 32 legs could used explore planets disaster response missions,Daily Mail Online,en,15,8,['https://t.co/2OPke2IORB'],[],"{'label': 'neutral', 'score': 0.956864058971405}"
37,756500966720045056,2016-07-22T14:47:40.000Z,cerea alexa amazons artificial intelligence finds home turin,La Stampa,it,7,6,"['https://t.co/OrJtTQM3My', 'https://t.co/jYE6Whhsem']",[],"{'label': 'neutral', 'score': 0.966235339641571}"
38,568474210881937408,2015-02-19T18:16:28.000Z,feeling peckish run never fear tomarathon,The Sun,en,2,2,"['http://t.co/IfUcsD6tLX', 'http://t.co/EBE4yAMJaj']",[],"{'label': 'disgust', 'score': 0.28039073944091797}"
39,926796516311756801,2017-11-04T13:01:23.000Z,unique virtual robot official resident tokyo,De Telegraaf,nl,0,1,"['https://t.co/z2bTH8ti8n', 'https://t.co/b2iPvnpBgk']",[],"{'label': 'neutral', 'score': 0.9166737794876099}"
40,756495433002737665,2016-07-22T14:25:40.000Z,amazon invests artificial intelligence turin chosen new laboratory,Repubblica,it,21,18,['https://t.co/WmOog2bTeR'],[],"{'label': 'neutral', 'score': 0.9287638664245605}"
41,1121548646439432193,2019-04-25T22:56:49.000Z,rediff artificial intelligence block unwanted penis photos,Le Figaro,fr,22,3,['https://t.co/OriPPLcFw6'],['#Rediff'],"{'label': 'neutral', 'score': 0.7059437036514282}"
42,984067212964192256,2018-04-11T13:54:41.000Z,facebook ceo mark zuckerberg dropped robot delivery couple questionsnnbody language expert thejudijames gives verdictn,Mirror Politics,en,5,5,"['https://t.co/MLErsH7UVm', 'https://t.co/Md42BNgNA1']",[],"{'label': 'neutral', 'score': 0.9660475254058838}"
43,817744734793957377,2017-01-07T14:48:32.000Z,connected objects combine artificial intelligence ces,Les Echos,fr,4,12,"['https://t.co/fVlu1VEVvp', 'https://t.co/u7Wm3n2QFa']",[],"{'label': 'neutral', 'score': 0.9655218124389648}"
44,733339900729274368,2016-05-19T16:53:51.000Z,lucperard jim heppelmann ptc michael porter hbs summarizing 2 hottest technologies iot augmentedreality,l'Opinion,fr,0,4,[],"['#IoT', '#AugmentedReality']","{'label': 'neutral', 'score': 0.9615293741226196}"
45,1056602259503620097,2018-10-28T17:43:04.000Z,huge change coming learner drivers benefit everyone,The Sun,en,3,2,"['https://t.co/hocI7Y0ZYX', 'https://t.co/YtXOBk8uZb']",[],"{'label': 'approval', 'score': 0.647283673286438}"
46,1002788698331729921,2018-06-02T05:47:11.000Z,cancer dora got perfect dose rays thanks artificial intelligence,Le Parisien,fr,15,6,['https://t.co/HixTb4rn5Q'],[],"{'label': 'gratitude', 'score': 0.985328733921051}"
47,1082704383194947586,2019-01-08T18:23:35.000Z,todays evening inbox asks whether avoid infamously difficult games relish one reader looks forward first big vr game year another imagines rdr2 ps5nnto join discussion email us usual address,GameCentral,en,0,2,['https://t.co/G5pLDiwZc7'],['#rdr2'],"{'label': 'neutral', 'score': 0.9606804847717285}"
48,257528412497928192,2012-10-14T17:08:52.000Z,science matrix wasnt fiction test understand world simulation artificial intelligence,Corriere della Sera,it,0,11,['http://t.co/qyAC5EOU'],"['#Science', '#Matrix']","{'label': 'neutral', 'score': 0.9084393382072449}"
49,1104278669449678849,2019-03-09T07:12:05.000Z,toulouse robot welcome customers crdit agricole eco agency,Le Figaro,fr,14,13,['https://t.co/xn1p4AwNKz'],['#Eco'],"{'label': 'neutral', 'score': 0.725337028503418}"
50,1188168717693313028,2019-10-26T19:01:12.000Z,tescos 10 musthave christmas toys include twerking robot llama hogwarts tower,Mirror World News,en,1,2,"['https://t.co/HIjOwQ9mzZ', 'https://t.co/bTzwOmt2vI']",[],"{'label': 'neutral', 'score': 0.5020102262496948}"
51,710067658276937728,2016-03-16T11:38:16.000Z,playstation boss virtual reality throws gamedesign rule book,The Guardian,en,20,24,['https://t.co/qRMkMk94pS'],[],"{'label': 'neutral', 'score': 0.9651758670806885}"
52,856270161598455808,2017-04-23T22:14:49.000Z,sanofi insulin robot factory,Corriere della Sera,it,5,2,"['https://t.co/LvczKOV0aS', 'https://t.co/tDtdP0GjJB']",[],"{'label': 'neutral', 'score': 0.9638076424598694}"
53,1078975668656984064,2018-12-29T11:27:00.000Z,robot dogs set patrol sewers beneath cities jobs humans hate,The Mirror,en,2,0,"['https://t.co/belyISWqW9', 'https://t.co/yMQqu3FJfs']",[],"{'label': 'neutral', 'score': 0.8708073496818542}"
54,573049528955375616,2015-03-04T09:17:09.000Z,every childs dream comes true remotecontrolled car becomes robot video,Quotidiano Libero,it,0,0,['http://t.co/J03G8ecjqI'],[],"{'label': 'neutral', 'score': 0.9312625527381897}"
55,1195391010869796864,2019-11-15T17:20:00.000Z,currently 6g total connection artificial intelligence turn planet big brother within decade,La Razón,es,1,1,['https://t.co/ZhRk2ggZtH'],['#Currently'],"{'label': 'neutral', 'score': 0.8398075103759766}"
56,715494170257932288,2016-03-31T11:01:18.000Z,abc brings practical programmable kitchen robot get primer sunday,ABC.es,es,3,1,"['https://t.co/0zZALTtN5j', 'https://t.co/YReQKsxVKt']",[],"{'label': 'neutral', 'score': 0.9669589996337891}"
57,899932250107662336,2017-08-22T09:52:23.000Z,beware soldier robots giorgio metta iit scary war machines equipped,Repubblica,it,5,5,['https://t.co/Ew4G1ZPfw8'],[],"{'label': 'fear', 'score': 0.8426690101623535}"
58,1036935434306240513,2018-09-04T11:14:07.000Z,need talk impact artificial intelligence,The Guardian,en,39,24,['https://t.co/8oWVY5fJFn'],[],"{'label': 'neutral', 'score': 0.9632427096366882}"
59,491336605538713601,2014-07-21T21:39:10.000Z,scientists use wireless oculus rift replicate star trek holodeck,Daily Mail Online,en,7,9,['http://t.co/YLyhMwnBsF'],[],"{'label': 'neutral', 'score': 0.9614706039428711}"
60,1026016263552872448,2018-08-05T08:05:14.000Z,magical thinking machine learning wont bring reality ai closer john naughton,The Guardian,en,45,25,['https://t.co/vVQ7N13yoY'],[],"{'label': 'neutral', 'score': 0.7356564402580261}"
61,715058660653862913,2016-03-30T06:10:44.000Z,spot robot dog wants pet,La Vanguardia,es,5,2,"['https://t.co/ftmeMUtZ1j', 'https://t.co/zsc0eqNecT']",[],"{'label': 'neutral', 'score': 0.9349616765975952}"
62,504279697698869248,2014-08-26T14:50:23.000Z,study say workers would better boss robot via abctecnologia,ABC.es,es,7,14,['http://t.co/7EFLil0ym2'],[],"{'label': 'neutral', 'score': 0.9018770456314087}"
63,827286754805719043,2017-02-02T22:45:07.000Z,finance employees vigilant rise artificial intelligence vechocron,Les Echos,fr,3,7,"['https://t.co/PrZ65wVC9N', 'https://t.co/bkhT202FvQ']",[],"{'label': 'neutral', 'score': 0.969359815120697}"
64,1113307247768215552,2019-04-03T05:08:26.000Z,jeanfranois cop lets urgently create europe artificial intelligence,Les Echos,fr,2,1,['https://t.co/u5v7G2q676'],[],"{'label': 'neutral', 'score': 0.9553327560424805}"
65,822528284667871232,2017-01-20T19:36:39.000Z,axelle lemaire unveils plan artificial intelligence bengeorges,Les Echos,fr,3,9,"['https://t.co/OifW9Une9g', 'https://t.co/kJCkp8nVGn']",[],"{'label': 'neutral', 'score': 0.9459547996520996}"
66,893879275610361856,2017-08-05T17:00:01.000Z,mr robot season 3 makes leonard cohen poem creepy first trailer,Metro,en,3,0,['https://t.co/8mxZQm7Qby'],[],"{'label': 'neutral', 'score': 0.3014236390590668}"
67,740134746269814784,2016-06-07T10:54:09.000Z,origamitweet theyre coming robot invasion already dont worry talk origami31 newsstands lastampa,La Stampa,it,0,7,[],"['#robot', '#Origami31']","{'label': 'neutral', 'score': 0.471415251493454}"
68,257648764624461824,2012-10-15T01:07:07.000Z,us navy builds robot modelled star wars character c3po fight fires board warships,Daily Mail Online,en,0,11,['http://t.co/H6U80Krq'],[],"{'label': 'neutral', 'score': 0.9597672820091248}"
69,828290867039453186,2017-02-05T17:15:06.000Z,artificial intelligence improve lives,La Razón,es,1,2,"['https://t.co/4LWFJG1vnl', 'https://t.co/3zQ1G0Uxfe']",[],"{'label': 'neutral', 'score': 0.562541663646698}"
70,773594689463255040,2016-09-07T18:52:01.000Z,playstation meeting live sony set reveal ps4 neo slim vr headsets games much,The Sun Gaming,en,4,3,"['https://t.co/y5sLDyTGoz', 'https://t.co/E8xaPHWNyn']",[],"{'label': 'neutral', 'score': 0.963813066482544}"
71,866549751155642368,2017-05-22T07:02:15.000Z,robots saved santanna crisis,La Stampa,it,7,8,['https://t.co/RjMxuF60r5'],[],"{'label': 'neutral', 'score': 0.9625449180603027}"
72,976396771365654528,2018-03-21T09:55:05.000Z,ubers driverless car crash wont stop runup driverless easier first years motorwaynnuber robot car police collision inevitable even human driver lastampa,Beniamino Pagliaro,it,1,5,['https://t.co/U23YpbXcER'],[],"{'label': 'neutral', 'score': 0.9627349376678467}"
73,136571713902227456,2011-11-15T22:30:08.000Z,crozzas imitation ballar crozza montirobot,Corriere della Sera,it,0,1,['http://t.co/T4J8TOwC'],['#Ballarò'],"{'label': 'neutral', 'score': 0.9636927247047424}"
74,817646431662055426,2017-01-07T08:17:55.000Z,artificial intelligence virtual reality hightech trends mark 2017 via figarotech,Elsa Bembaron 🚲🏉,fr,21,42,['https://t.co/CjnA36yQnX'],[],"{'label': 'neutral', 'score': 0.9374536275863647}"
75,902245151837388800,2017-08-28T19:03:01.000Z,elonmusks mission robot read mind,The Times and The Sunday Times,en,4,1,"['https://t.co/PixeJSbK9B', 'https://t.co/ce9LqByZGX']",[],"{'label': 'neutral', 'score': 0.9705787301063538}"
76,1192305678133661696,2019-11-07T05:00:00.000Z,innovators hyperrealistic robot clone almost face wants enter office via innovadoresinn,La Razón,es,2,1,['https://t.co/wvvkZXmif6'],['#Innovators'],"{'label': 'neutral', 'score': 0.9683095812797546}"
77,1162368427035697152,2019-08-16T14:20:03.000Z,blockchance experts discuss potential blockchain,WELT,de,1,0,"['https://t.co/Yjn98D1sar', 'https://t.co/nJTxQDXUUB']",[],"{'label': 'neutral', 'score': 0.97025066614151}"
78,531736263326703616,2014-11-10T09:12:59.000Z,launch virtual reality app facebooks oculus rift via guardian,The Guardian,en,4,14,['http://t.co/h9POOYnjdF'],[],"{'label': 'neutral', 'score': 0.9661656022071838}"
79,718397850565152768,2016-04-08T11:19:29.000Z,berlindigital filming virtualreality iphone ronenmichael app splash berlin vr,Tagesspiegel,de,0,1,['https://t.co/MjvZNJ3exu'],"['#VirtualReality', '#iPhone', '#Berlin', '#VR']","{'label': 'neutral', 'score': 0.9695947766304016}"
80,1177359245907562501,2019-09-26T23:08:13.000Z,last 8 years large chains unions clashed issue holiday openings problem risks overcome thanks technology cashiers longer needed automatic checkouts enough,Corriere della Sera,it,1,6,['https://t.co/8JOL0VMIvo'],[],"{'label': 'gratitude', 'score': 0.9637823104858398}"
81,740862549227278336,2016-06-09T11:06:10.000Z,blockchain revolution coming parliament,Libération,fr,7,24,"['https://t.co/UKbcgx67k0', 'https://t.co/Rz5IQzclmw']",[],"{'label': 'neutral', 'score': 0.9569449424743652}"
82,1149865601478930438,2019-07-13T02:18:17.000Z,application artificial intelligence pediatrics evolves parallel research babies teach machine learning systems,La Vanguardia,es,0,2,['https://t.co/uWfidIkDw8ía'],[],"{'label': 'neutral', 'score': 0.954351007938385}"
83,843792967475384320,2017-03-20T11:54:55.000Z,gamers using crafty technique watch vr porn playstation 4,Mirror Tech,en,0,5,"['https://t.co/5OAadHtJuS', 'https://t.co/Ag4ZcX6gNz']",[],"{'label': 'neutral', 'score': 0.9421548843383789}"
84,778008807498809344,2016-09-19T23:12:09.000Z,terrifying doubleclawed robot drone cut metal cables altitudes 5km,The Mirror,en,4,3,"['https://t.co/fLH3tx8Bhs', 'https://t.co/bZLWv8tAgk']",[],"{'label': 'neutral', 'score': 0.846811830997467}"
85,725066966654922752,2016-04-26T21:00:10.000Z,smoove driving selfservice bike market lmercat iot,l'Opinion,fr,3,3,"['https://t.co/a5CfQLTNnI', 'https://t.co/sLBUiCF4tx']","['#Smoove', '#bike', '#IOT']","{'label': 'love', 'score': 0.8911167979240417}"
86,7040206687440896,2010-11-23T11:58:10.000Z,soil rammer removed storage shed business site hanzeweg lochem last friday,De Stentor,nl,0,0,[],[],"{'label': 'neutral', 'score': 0.9336549639701843}"
87,435846018203418624,2014-02-18T18:39:23.000Z,nasa trains humanoid robot act emergency doctor iss,El Periódico,es,0,7,['http://t.co/bW33kuoanb'],[],"{'label': 'neutral', 'score': 0.9613001346588135}"
88,1145997136728866817,2019-07-02T10:06:23.000Z,hype didnt blockchains reputation good technology continues raise great hopes also massive doubts kopfzeiler,Süddeutsche Zeitung,de,2,0,['https://t.co/qY5NG8mO8v'],['#Blockchain'],"{'label': 'optimism', 'score': 0.7064269781112671}"
89,1116980777873547264,2019-04-13T08:25:44.000Z,julien cantegreil blockchain new space spaceable bigbangeco lefigaro startup newspace espace satellite figaroeconomie,Big Bang Figaro,fr,3,2,['https://t.co/zVsBnNqrti'],"['#BigBangEco', '#startup', '#NewSpace', '#espace', '#satellite']","{'label': 'neutral', 'score': 0.9640481472015381}"
90,835610829131288581,2017-02-25T22:02:01.000Z,everything need know robot sex dolls,The Sun,en,4,4,"['https://t.co/oFuzPH6tOA', 'https://t.co/9Axa759CJF']",[],"{'label': 'neutral', 'score': 0.946122944355011}"
91,852294911902728194,2017-04-12T22:58:36.000Z,j mbrissett artificial intelligence mends misunderstandings extraterrestrials lastampa,TuttoLibri,it,3,4,['https://t.co/rynKDnC0ky'],[],"{'label': 'neutral', 'score': 0.7410916090011597}"
92,322056916807327748,2013-04-10T18:42:07.000Z,compromise wailing wall sight men women allowed pray together western wall jerusalem men women allowed,Trouw,nl,0,1,['http://t.co/VQvGyCEldB'],[],"{'label': 'neutral', 'score': 0.9611096382141113}"
93,825463968806338560,2017-01-28T22:02:01.000Z,meet harmony first sex robot offer emotional connection human lover,The Sun,en,2,6,"['https://t.co/3NJnPmZfxv', 'https://t.co/LFxmOlhX45']",[],"{'label': 'neutral', 'score': 0.8839221000671387}"
94,936283951756382208,2017-11-30T17:21:04.000Z,incredible 360 degree video shows uaes vision 2117 colony mars,Daily Mail Online,en,6,9,['https://t.co/TnVmOFMPiq'],[],"{'label': 'admiration', 'score': 0.8771554827690125}"
95,1044253920917417987,2018-09-24T15:55:10.000Z,japanese robot walks asteroid science,Le Figaro,fr,6,4,['https://t.co/V9TzCmLmtO'],['#Science'],"{'label': 'neutral', 'score': 0.9305737614631653}"
96,526758173668306944,2014-10-27T15:31:49.000Z,miracle robot revolutionise brain surgery epilepsy sufferers,Mirror Tech,en,16,12,"['http://t.co/vngPOgO6ol', 'http://t.co/rSlQhdZJuO']",[],"{'label': 'neutral', 'score': 0.9001157283782959}"
97,1021988566996582401,2018-07-25T05:20:36.000Z,digitalization democratization decentralization blockchain could make energy suppliers superfluous rweag eonde energiewende blockchaintechnology renewables handelsblatt denanews e2mmedia,Kathrin Witsch,de,35,23,['https://t.co/V3NQeGu9p5'],"['#blockchain', '#Energiewende', '#blockchaintechnology', '#renewables']","{'label': 'neutral', 'score': 0.9133816957473755}"
98,1184582584686264320,2019-10-16T21:31:11.000Z,robot run almost fast worlds new marathon record holder,Daily Mail Online,en,14,9,['https://t.co/sHl5gZnlQs'],[],"{'label': 'neutral', 'score': 0.4735237658023834}"
99,979296748630937600,2018-03-29T09:58:33.000Z,legenra artificial intelligence thinking ita little late front page lopinionfr signed iinchauspe ia,l'Opinion,fr,0,2,['https://t.co/X78my2zUxR'],['#IA'],"{'label': 'neutral', 'score': 0.9659339785575867}"
100,905523458230116353,2017-09-06T20:09:50.000Z,content cameras tips 360video ifa2017 youtube n24 welt vr,Martin Heller,de,15,8,"['https://t.co/XEj7K6qczQ', 'https://t.co/OEr6voJTOC']","['#360Video', '#IFA2017', '#VR']","{'label': 'neutral', 'score': 0.9673858284950256}"
101,843467131811500032,2017-03-19T14:20:09.000Z,robot measures first time high radiation inside fukushima reactor 1,El Periódico,es,1,2,['https://t.co/6m51q03Jru'],[],"{'label': 'neutral', 'score': 0.9429692029953003}"
102,970812194496671744,2018-03-06T00:03:58.000Z,news blog blockchain bitcoin ripple bitcoin rise worlds largest cryptocurrency climbing 50day average first time since midjanuary,Handelsblatt,de,1,0,['https://t.co/l8TGYLCfQn'],[],"{'label': 'neutral', 'score': 0.7835034132003784}"
103,983695373402300417,2018-04-10T13:17:07.000Z,robot sex doll inventor says homemade erotic cyborg saved marriage,The Mirror,en,3,1,"['https://t.co/UcE6ttom6K', 'https://t.co/H5kmVcSdf7']",[],"{'label': 'neutral', 'score': 0.7757506370544434}"
104,240033048291315713,2012-08-27T10:28:32.000Z,tokyo robot women red light club,Repubblica,it,0,18,['http://t.co/vumBSaXz'],[],"{'label': 'neutral', 'score': 0.9656607508659363}"
105,726002530639994880,2016-04-29T10:57:46.000Z,want learn buddhism robot monk teaches,Quotidiano Libero,it,0,1,['https://t.co/biJRrSYMwY'],[],"{'label': 'neutral', 'score': 0.7065683603286743}"
106,940699963566317570,2017-12-12T21:48:43.000Z,eslifeandstyle kate middleton looks set christmas wraps rouge coat british maternity brand,Evening Standard,en,0,1,['https://t.co/VR'],[],"{'label': 'neutral', 'score': 0.9562303423881531}"
107,1001718909991641089,2018-05-30T06:56:13.000Z,mirrortech scientists ai better humans spotting skin cancer,The Mirror,en,0,5,"['https://t.co/b6AzDkSqwk', 'https://t.co/ekTePnYLPy']",[],"{'label': 'neutral', 'score': 0.9168456792831421}"
108,1112807018031611905,2019-04-01T20:00:42.000Z,jamie carragher leaves fans hysterics monday night football arsnew,The Sun Football ⚽,en,9,5,"['https://t.co/2xP7h6PMiu', 'https://t.co/wtcxVzxd9z']",['#ARSNEW'],"{'label': 'neutral', 'score': 0.3523723781108856}"
109,717019032680062976,2016-04-04T16:00:33.000Z,freak man created robot looks like scarlett johansson,Libération,fr,8,8,"['https://t.co/g2nLRdb7gK', 'https://t.co/dLjR8q6tvt']",['#Freak'],"{'label': 'neutral', 'score': 0.9082647562026978}"
110,826915405889359874,2017-02-01T22:09:30.000Z,wins 17 million poker artificial intelligence,Repubblica,it,6,3,['https://t.co/Xgy5Ef69Ow'],[],"{'label': 'neutral', 'score': 0.6960321664810181}"
111,1011257400849059841,2018-06-25T14:38:47.000Z,switzerland newspaper uses artificial intelligence gain subscribers,Les Echos,fr,0,2,"['https://t.co/khvFcq5biB', 'https://t.co/JhapmURKry']",[],"{'label': 'neutral', 'score': 0.9244091510772705}"
112,1036922339450007552,2018-09-04T10:22:05.000Z,japan experiments blockchain voting,Repubblica Tecnologia,it,10,12,['https://t.co/CP3VvzAcLc'],[],"{'label': 'neutral', 'score': 0.9683170318603516}"
113,610510017725374465,2015-06-15T18:11:45.000Z,weve talking robot philae since woke exactly explanations,Libération,fr,13,19,"['http://t.co/2kPTOEsEb4', 'http://t.co/diWa0518eI']",[],"{'label': 'neutral', 'score': 0.9112824201583862}"
114,712312246001602560,2016-03-22T16:17:28.000Z,david di donatello 2016 nominations dont bad call jeeg robot triumph,Il Fatto Quotidiano,it,43,19,['https://t.co/2gEIzhwARM'],[],"{'label': 'neutral', 'score': 0.9605879187583923}"
