id,created_at,text,author.name,label,public_metrics.like_count,public_metrics.retweet_count,topics,main_topics,one_topic
1050350770141433856,2018-10-11T11:41:52.000Z,lacroix artificial intelligence waste sortingnnon amiens site veolia installed robot improve,La Croix,fr,0,3,"{'sequence': 'lacroix artificial intelligence waste sortingnnon amiens site veolia installed robot improve', 'labels': ['artificial intelligence', 'robot', 'space', 'video game', 'virtual reality', 'war', 'sex'], 'scores': [0.9942066669464111, 0.9888139963150024, 0.03598007559776306, 0.0015752746257930994, 0.0009181322529911995, 0.0002031303010880947, 0.00017143493460025638]}","['artificial intelligence', 'robot']",artificial intelligence
919862988965924864,2017-10-16T09:50:01.000Z,arturo san agustn criticizes science considered new religion latest novel josepmassot,La Vanguardia,es,1,3,"{'sequence': 'arturo san agustn criticizes science considered new religion latest novel josepmassot', 'labels': ['virtual reality', 'artificial intelligence', 'robot', 'space', 'video game', 'sex', 'war'], 'scores': [0.09894505143165588, 0.09269975125789642, 0.05073151737451553, 0.03776497766375542, 0.0008638602448627353, 0.00029717275174334645, 0.00026308727683499455]}",['virtual reality'],virtual reality
1048114042643079169,2018-10-05T07:33:55.000Z,elpaisretina interpersonal relationships experience values impossible robot achieve see data,EL PAÍS,es,0,23,"{'sequence': 'elpaisretina interpersonal relationships experience values impossible robot achieve see data', 'labels': ['robot', 'artificial intelligence', 'sex', 'video game', 'virtual reality', 'space', 'war'], 'scores': [0.721811056137085, 0.06036350131034851, 0.045029278844594955, 0.009056687355041504, 0.008878052234649658, 0.0054521020501852036, 0.0006492469692602754]}",['robot'],robot
928805444356886528,2017-11-10T02:04:08.000Z,bingo night new zealand chatbots designed scam scammers,The Guardian,en,14,14,"{'sequence': 'bingo night new zealand chatbots designed scam scammers', 'labels': ['artificial intelligence', 'video game', 'virtual reality', 'robot', 'space', 'war', 'sex'], 'scores': [0.9696072936058044, 0.05263662710785866, 0.011931052431464195, 0.007599714677780867, 0.0002792575105559081, 0.0001622049167053774, 0.0001367253571515903]}",['artificial intelligence'],artificial intelligence
924052032830496768,2017-10-27T23:15:47.000Z,artificial intelligence mocks mythical captcha test,La Razón,es,4,4,"{'sequence': 'artificial intelligence mocks mythical captcha test', 'labels': ['artificial intelligence', 'robot', 'video game', 'space', 'sex', 'virtual reality', 'war'], 'scores': [0.995678722858429, 0.13519755005836487, 0.10874244570732117, 0.0004403830971568823, 0.0001770285307429731, 0.00016623236297164112, 0.00016293385124299675]}",['artificial intelligence'],artificial intelligence
933004328977223680,2017-11-21T16:09:01.000Z,mirrortech humanoid robot mimics body movements every scifi nerds fantasy,The Mirror,en,0,3,"{'sequence': 'mirrortech humanoid robot mimics body movements every scifi nerds fantasy', 'labels': ['robot', 'artificial intelligence', 'space', 'virtual reality', 'video game', 'sex', 'war'], 'scores': [0.9858124256134033, 0.8274552226066589, 0.6941284537315369, 0.21914038062095642, 0.12858958542346954, 0.06164509430527687, 0.002749898936599493]}",['robot'],robot
767744412424298496,2016-08-22T15:25:06.000Z,intelligent robot says wants start business destroy human race,Metro,en,9,12,"{'sequence': 'intelligent robot says wants start business destroy human race', 'labels': ['artificial intelligence', 'robot', 'virtual reality', 'space', 'video game', 'war', 'sex'], 'scores': [0.9940695762634277, 0.9908124208450317, 0.045073963701725006, 0.03956365957856178, 0.024755563586950302, 0.022918811067938805, 0.001534827402792871]}","['artificial intelligence', 'robot']",artificial intelligence
1125594349981642758,2019-05-07T02:53:00.000Z,microsoft transformed cloud company attached software hardware store becoming valuable stock exchange company world,Handelsblatt,de,4,2,"{'sequence': 'microsoft transformed cloud company attached software hardware store becoming valuable stock exchange company world', 'labels': ['artificial intelligence', 'robot', 'space', 'video game', 'virtual reality', 'sex', 'war'], 'scores': [0.03179521858692169, 0.014487314969301224, 0.0003167070390190929, 0.00028476398438215256, 0.00024998842854984105, 0.00014323693176265806, 0.00010999450751114637]}",['artificial intelligence'],artificial intelligence
1006564343993884673,2018-06-12T15:50:15.000Z,cassie robot delivery boy walks like ostrich,Repubblica,it,3,1,"{'sequence': 'cassie robot delivery boy walks like ostrich', 'labels': ['artificial intelligence', 'robot', 'space', 'virtual reality', 'video game', 'war', 'sex'], 'scores': [0.992578387260437, 0.9898226857185364, 0.9619007110595703, 0.6031430959701538, 0.5514418482780457, 0.0021656204480677843, 0.0013419146416708827]}","['artificial intelligence', 'robot', 'space']",artificial intelligence
885500940727484418,2017-07-13T14:07:30.000Z,queen duke edinburgh given bomb disposal demo tour new met hq,Evening Standard,en,18,10,"{'sequence': 'queen duke edinburgh given bomb disposal demo tour new met hq', 'labels': ['war', 'robot', 'video game', 'virtual reality', 'artificial intelligence', 'sex', 'space'], 'scores': [0.8548955917358398, 0.1424347460269928, 0.00928542297333479, 0.004826719406992197, 0.001993779791519046, 0.0004378381127025932, 0.00020185807079542428]}",['war'],war
946763046688608256,2017-12-29T15:21:14.000Z,artificial intelligence challenge arrives ward autism cancer diagnoses,Il Fatto Quotidiano,it,8,3,"{'sequence': 'artificial intelligence challenge arrives ward autism cancer diagnoses', 'labels': ['artificial intelligence', 'robot', 'video game', 'virtual reality', 'space', 'war', 'sex'], 'scores': [0.8770045042037964, 0.14598026871681213, 0.0511123463511467, 0.0006983967614360154, 0.00013041458441875875, 0.00012402945139911026, 0.00011780866043409333]}",['artificial intelligence'],artificial intelligence
857264779710185474,2017-04-26T16:07:05.000Z,robot help sick students,Le Parisien,fr,10,6,"{'sequence': 'robot help sick students', 'labels': ['robot', 'artificial intelligence', 'virtual reality', 'space', 'video game', 'sex', 'war'], 'scores': [0.9892710447311401, 0.9836629629135132, 0.08245683461427689, 0.037694647908210754, 0.015201441943645477, 0.0001124183036154136, 7.090825238265097e-05]}","['robot', 'artificial intelligence']",robot
1047823151361667073,2018-10-04T12:18:01.000Z,artificial intelligence authorized make medical diagnosis,Les Echos,fr,2,3,"{'sequence': 'artificial intelligence authorized make medical diagnosis', 'labels': ['artificial intelligence', 'robot', 'video game', 'virtual reality', 'space', 'sex', 'war'], 'scores': [0.9933071732521057, 0.31475919485092163, 0.03781598433852196, 0.0019176403293386102, 0.00021971692331135273, 0.00019542485824786127, 9.249352297047153e-05]}",['artificial intelligence'],artificial intelligence
1147419435793182721,2019-07-06T08:18:06.000Z,artificial intelligence tells companies workers hire,Repubblica,it,3,0,"{'sequence': 'artificial intelligence tells companies workers hire', 'labels': ['artificial intelligence', 'robot', 'video game', 'virtual reality', 'space', 'war', 'sex'], 'scores': [0.9848271608352661, 0.2640286684036255, 0.09862611442804337, 0.012566664256155491, 0.008992722257971764, 0.0013128110440447927, 0.0007649621111340821]}",['artificial intelligence'],artificial intelligence
958037806261161984,2018-01-29T18:03:07.000Z,blockchain two projects compete management market,Les Echos,fr,0,4,"{'sequence': 'blockchain two projects compete management market', 'labels': ['robot', 'video game', 'war', 'artificial intelligence', 'space', 'virtual reality', 'sex'], 'scores': [0.0008824577671475708, 0.00048635853454470634, 0.00020001476514153183, 0.00019832509860862046, 0.00015833017823752016, 0.00015259423526003957, 0.00013532237790059298]}",['robot'],robot
1007584237321621505,2018-06-15T11:22:56.000Z,risotto robotics virtual reality canada created worlds best libraries,The Guardian,en,68,45,"{'sequence': 'risotto robotics virtual reality canada created worlds best libraries', 'labels': ['virtual reality', 'robot', 'artificial intelligence', 'video game', 'space', 'sex', 'war'], 'scores': [0.9925666451454163, 0.8000362515449524, 0.22000743448734283, 0.018706364557147026, 0.0004676735261455178, 0.0001690298377070576, 0.00011335466842865571]}",['virtual reality'],virtual reality
694175144210616321,2016-02-01T15:07:06.000Z,legodesigner profession daniele travels world building robots colored bricks,Repubblica Next,it,25,10,"{'sequence': 'legodesigner profession daniele travels world building robots colored bricks', 'labels': ['robot', 'artificial intelligence', 'video game', 'virtual reality', 'space', 'sex', 'war'], 'scores': [0.8458797335624695, 0.6155084371566772, 0.44789889454841614, 0.10177788883447647, 0.043617989867925644, 0.00022163295943755656, 0.00018801295664161444]}",['robot'],robot
1116686665995538432,2019-04-12T12:57:02.000Z,mortgage advisor becomes robot clearer objective,De Gelderlander,nl,0,0,"{'sequence': 'mortgage advisor becomes robot clearer objective', 'labels': ['artificial intelligence', 'robot', 'virtual reality', 'video game', 'space', 'sex', 'war'], 'scores': [0.9627963304519653, 0.9464627504348755, 0.007108528632670641, 0.0038578270468860865, 0.0005168445059098303, 0.0001185079527203925, 0.00011421328963479027]}","['artificial intelligence', 'robot']",artificial intelligence
272111704412930048,2012-11-23T22:57:40.000Z,journalist le parisien sentenced following diffusion robot portrait serial rape suspect,Le Parisien,fr,3,32,"{'sequence': 'journalist le parisien sentenced following diffusion robot portrait serial rape suspect', 'labels': ['sex', 'artificial intelligence', 'robot', 'virtual reality', 'space', 'video game', 'war'], 'scores': [0.9892945885658264, 0.9862572550773621, 0.9750486612319946, 0.7157653570175171, 0.006209608633071184, 0.0010753297246992588, 0.0001644738658796996]}","['sex', 'artificial intelligence', 'robot']",sex
725735298857074689,2016-04-28T17:15:53.000Z,mirrortech china unleashes dalekstyle police robot capable electrocuting rioters,The Mirror,en,0,6,"{'sequence': 'mirrortech china unleashes dalekstyle police robot capable electrocuting rioters', 'labels': ['robot', 'artificial intelligence', 'virtual reality', 'space', 'video game', 'war', 'sex'], 'scores': [0.9934963583946228, 0.8989093899726868, 0.016164960339665413, 0.0024342606775462627, 0.0023250519298017025, 0.0012984649511054158, 0.00013477963511832058]}",['robot'],robot
63994113757937664,2011-04-29T15:52:40.000Z,gaddafis troops cross border tunisia misrata troops libyan leader muammar gaddafi free,De Stentor,nl,0,0,"{'sequence': 'gaddafis troops cross border tunisia misrata troops libyan leader muammar gaddafi free', 'labels': ['war', 'virtual reality', 'artificial intelligence', 'robot', 'sex', 'video game', 'space'], 'scores': [0.9434689879417419, 0.0025744326412677765, 0.0016424603527411819, 0.0007893670117482543, 0.000750908104237169, 0.0004939176142215729, 0.0003644165117293596]}",['war'],war
706781612827131904,2016-03-07T10:00:42.000Z,called jeeg robot tomorrow comes visit us webnotte claudsantamaria,Webnotte,it,7,4,"{'sequence': 'called jeeg robot tomorrow comes visit us webnotte claudsantamaria', 'labels': ['artificial intelligence', 'robot', 'space', 'virtual reality', 'video game', 'sex', 'war'], 'scores': [0.9920853972434998, 0.9878494143486023, 0.7454531788825989, 0.7101465463638306, 0.43118488788604736, 0.013703198172152042, 0.005336107220500708]}","['artificial intelligence', 'robot']",artificial intelligence
987339497359794177,2018-04-20T14:37:34.000Z,axhoepner two days opening seven trends shaping hannover messe year hm18 handelsblatt,Handelsblatt,de,0,1,"{'sequence': 'axhoepner two days opening seven trends shaping hannover messe year hm18 handelsblatt', 'labels': ['virtual reality', 'robot', 'space', 'artificial intelligence', 'video game', 'sex', 'war'], 'scores': [0.45455044507980347, 0.17603127658367157, 0.12803147733211517, 0.11757201701402664, 0.11128830909729004, 0.013620213605463505, 0.004434726666659117]}",['virtual reality'],virtual reality
944840068124041216,2017-12-24T08:00:01.000Z,goodbye ugly clumsy robots today faces movie stars archive pbaldini talks beauty artificial intelligence,7 Corriere,it,8,5,"{'sequence': 'goodbye ugly clumsy robots today faces movie stars archive pbaldini talks beauty artificial intelligence', 'labels': ['robot', 'artificial intelligence', 'virtual reality', 'video game', 'space', 'sex', 'war'], 'scores': [0.9852080941200256, 0.9832857847213745, 0.26386940479278564, 0.07919304817914963, 0.019461164250969887, 0.0003806501626968384, 0.00026127902674488723]}","['robot', 'artificial intelligence']",robot
786481162927550464,2016-10-13T08:18:16.000Z,buy playstation vr sonys virtual reality headset,alexandre piquard,fr,8,5,"{'sequence': 'buy playstation vr sonys virtual reality headset', 'labels': ['virtual reality', 'video game', 'artificial intelligence', 'robot', 'space', 'war', 'sex'], 'scores': [0.9916341304779053, 0.9642521142959595, 0.5273097157478333, 0.5064257383346558, 0.03223177790641785, 0.005390021950006485, 0.005040890537202358]}","['virtual reality', 'video game']",virtual reality
1012966466759659520,2018-06-30T07:50:00.000Z,seems matter time everyone get rid traumas home emdr without psychologist virtual reality glasses,de Volkskrant,nl,10,7,"{'sequence': 'seems matter time everyone get rid traumas home emdr without psychologist virtual reality glasses', 'labels': ['virtual reality', 'video game', 'war', 'robot', 'space', 'sex', 'artificial intelligence'], 'scores': [0.9500715136528015, 0.35125869512557983, 0.15149249136447906, 0.0809173658490181, 0.0663476288318634, 0.026577601209282875, 0.009868115186691284]}",['virtual reality'],virtual reality
1050458199625732096,2018-10-11T18:48:46.000Z,spherical robot 32 legs could used explore planets disaster response missions,Daily Mail Online,en,15,8,"{'sequence': 'spherical robot 32 legs could used explore planets disaster response missions', 'labels': ['robot', 'space', 'artificial intelligence', 'virtual reality', 'video game', 'sex', 'war'], 'scores': [0.9948194622993469, 0.9297192096710205, 0.6692657470703125, 0.12509320676326752, 0.007625912316143513, 0.00015431264182552695, 0.00014077643572818488]}","['robot', 'space']",robot
756500966720045056,2016-07-22T14:47:40.000Z,cerea alexa amazons artificial intelligence finds home turin,La Stampa,it,7,6,"{'sequence': 'cerea alexa amazons artificial intelligence finds home turin', 'labels': ['artificial intelligence', 'video game', 'robot', 'space', 'virtual reality', 'war', 'sex'], 'scores': [0.9927313923835754, 0.5353785753250122, 0.49841752648353577, 0.3082650303840637, 0.23365388810634613, 0.003930605016648769, 0.002806190401315689]}",['artificial intelligence'],artificial intelligence
568474210881937408,2015-02-19T18:16:28.000Z,feeling peckish run never fear tomarathon,The Sun,en,2,2,"{'sequence': 'feeling peckish run never fear tomarathon', 'labels': ['virtual reality', 'artificial intelligence', 'video game', 'robot', 'space', 'sex', 'war'], 'scores': [0.08636808395385742, 0.0762210562825203, 0.07176568359136581, 0.0017262359615415335, 0.0005336371250450611, 0.00038404492079280317, 0.0003577049355953932]}",['virtual reality'],virtual reality
926796516311756801,2017-11-04T13:01:23.000Z,unique virtual robot official resident tokyo,De Telegraaf,nl,0,1,"{'sequence': 'unique virtual robot official resident tokyo', 'labels': ['robot', 'artificial intelligence', 'virtual reality', 'video game', 'space', 'sex', 'war'], 'scores': [0.9922832250595093, 0.9833886623382568, 0.9580514430999756, 0.6047617197036743, 0.07290207594633102, 0.005875007249414921, 0.00029317568987607956]}","['robot', 'artificial intelligence', 'virtual reality']",robot
756495433002737665,2016-07-22T14:25:40.000Z,amazon invests artificial intelligence turin chosen new laboratory,Repubblica,it,21,18,"{'sequence': 'amazon invests artificial intelligence turin chosen new laboratory', 'labels': ['artificial intelligence', 'robot', 'virtual reality', 'video game', 'space', 'war', 'sex'], 'scores': [0.9817127585411072, 0.6788948774337769, 0.09596068412065506, 0.036365777254104614, 0.00516546843573451, 0.0005960947019048035, 0.00030546030029654503]}",['artificial intelligence'],artificial intelligence
1121548646439432193,2019-04-25T22:56:49.000Z,rediff artificial intelligence block unwanted penis photos,Le Figaro,fr,22,3,"{'sequence': 'rediff artificial intelligence block unwanted penis photos', 'labels': ['artificial intelligence', 'sex', 'video game', 'robot', 'virtual reality', 'space', 'war'], 'scores': [0.9937664270401001, 0.9375457763671875, 0.19842004776000977, 0.06387045979499817, 0.0021719138603657484, 0.00037467802758328617, 0.00016844160563778132]}","['artificial intelligence', 'sex']",artificial intelligence
984067212964192256,2018-04-11T13:54:41.000Z,facebook ceo mark zuckerberg dropped robot delivery couple questionsnnbody language expert thejudijames gives verdictn,Mirror Politics,en,5,5,"{'sequence': 'facebook ceo mark zuckerberg dropped robot delivery couple questionsnnbody language expert thejudijames gives verdictn', 'labels': ['robot', 'sex', 'artificial intelligence', 'video game', 'virtual reality', 'space', 'war'], 'scores': [0.9839658141136169, 0.6386446356773376, 0.5924139618873596, 0.03475222364068031, 0.022083565592765808, 0.008300271816551685, 0.0016488712280988693]}",['robot'],robot
817744734793957377,2017-01-07T14:48:32.000Z,connected objects combine artificial intelligence ces,Les Echos,fr,4,12,"{'sequence': 'connected objects combine artificial intelligence ces', 'labels': ['artificial intelligence', 'robot', 'video game', 'virtual reality', 'space', 'war', 'sex'], 'scores': [0.9164180755615234, 0.5966150760650635, 0.2810167074203491, 0.22374770045280457, 0.08582902699708939, 0.013811657205224037, 0.009876084513962269]}",['artificial intelligence'],artificial intelligence
733339900729274368,2016-05-19T16:53:51.000Z,lucperard jim heppelmann ptc michael porter hbs summarizing 2 hottest technologies iot augmentedreality,l'Opinion,fr,0,4,"{'sequence': 'lucperard jim heppelmann ptc michael porter hbs summarizing 2 hottest technologies iot augmentedreality', 'labels': ['video game', 'robot', 'artificial intelligence', 'virtual reality', 'space', 'sex', 'war'], 'scores': [0.06975366175174713, 0.06563311070203781, 0.006052692886441946, 0.0056127337738871574, 0.0026892186142504215, 0.0009141289629042149, 0.00030331360176205635]}",['video game'],video game
1056602259503620097,2018-10-28T17:43:04.000Z,huge change coming learner drivers benefit everyone,The Sun,en,3,2,"{'sequence': 'huge change coming learner drivers benefit everyone', 'labels': ['virtual reality', 'artificial intelligence', 'video game', 'space', 'robot', 'sex', 'war'], 'scores': [0.0751868486404419, 0.027355339378118515, 0.00877497997134924, 0.0037514285650104284, 0.0034915385767817497, 0.0005132108344696462, 9.351843618787825e-05]}",['virtual reality'],virtual reality
1002788698331729921,2018-06-02T05:47:11.000Z,cancer dora got perfect dose rays thanks artificial intelligence,Le Parisien,fr,15,6,"{'sequence': 'cancer dora got perfect dose rays thanks artificial intelligence', 'labels': ['artificial intelligence', 'robot', 'virtual reality', 'video game', 'war', 'space', 'sex'], 'scores': [0.9925388693809509, 0.15297876298427582, 0.005553725175559521, 0.004608905874192715, 0.00014905910938978195, 0.0001279781572520733, 0.00010303717863280326]}",['artificial intelligence'],artificial intelligence
1082704383194947586,2019-01-08T18:23:35.000Z,todays evening inbox asks whether avoid infamously difficult games relish one reader looks forward first big vr game year another imagines rdr2 ps5nnto join discussion email us usual address,GameCentral,en,0,2,"{'sequence': 'todays evening inbox asks whether avoid infamously difficult games relish one reader looks forward first big vr game year another imagines rdr2 ps5nnto join discussion email us usual address', 'labels': ['video game', 'virtual reality', 'war', 'artificial intelligence', 'space', 'robot', 'sex'], 'scores': [0.887240469455719, 0.778498649597168, 0.004664693493396044, 0.003629932878538966, 0.0016540799988433719, 0.0009549755486659706, 0.00014757298049516976]}",['video game'],video game
257528412497928192,2012-10-14T17:08:52.000Z,science matrix wasnt fiction test understand world simulation artificial intelligence,Corriere della Sera,it,0,11,"{'sequence': 'science matrix wasnt fiction test understand world simulation artificial intelligence', 'labels': ['artificial intelligence', 'robot', 'virtual reality', 'space', 'video game', 'war', 'sex'], 'scores': [0.9817520976066589, 0.254660964012146, 0.2313961535692215, 0.015292910858988762, 0.001471722382120788, 0.00015009309572633356, 0.0001225556479766965]}",['artificial intelligence'],artificial intelligence
1104278669449678849,2019-03-09T07:12:05.000Z,toulouse robot welcome customers crdit agricole eco agency,Le Figaro,fr,14,13,"{'sequence': 'toulouse robot welcome customers crdit agricole eco agency', 'labels': ['robot', 'artificial intelligence', 'virtual reality', 'space', 'video game', 'sex', 'war'], 'scores': [0.9880926012992859, 0.98721843957901, 0.04637135565280914, 0.01753002405166626, 0.0012051707599312067, 0.0003798365651164204, 0.00014754086441826075]}","['robot', 'artificial intelligence']",robot
1188168717693313028,2019-10-26T19:01:12.000Z,tescos 10 musthave christmas toys include twerking robot llama hogwarts tower,Mirror World News,en,1,2,"{'sequence': 'tescos 10 musthave christmas toys include twerking robot llama hogwarts tower', 'labels': ['sex', 'robot', 'artificial intelligence', 'virtual reality', 'space', 'video game', 'war'], 'scores': [0.9842812418937683, 0.9792665243148804, 0.8852012157440186, 0.13361012935638428, 0.13097946345806122, 0.06538109481334686, 0.0008669010130688548]}","['sex', 'robot']",sex
710067658276937728,2016-03-16T11:38:16.000Z,playstation boss virtual reality throws gamedesign rule book,The Guardian,en,20,24,"{'sequence': 'playstation boss virtual reality throws gamedesign rule book', 'labels': ['video game', 'virtual reality', 'robot', 'artificial intelligence', 'war', 'space', 'sex'], 'scores': [0.9946037530899048, 0.9907861948013306, 0.43622222542762756, 0.06548476964235306, 0.018425002694129944, 0.015332277864217758, 0.005364922806620598]}","['video game', 'virtual reality']",video game
856270161598455808,2017-04-23T22:14:49.000Z,sanofi insulin robot factory,Corriere della Sera,it,5,2,"{'sequence': 'sanofi insulin robot factory', 'labels': ['robot', 'artificial intelligence', 'virtual reality', 'space', 'video game', 'sex', 'war'], 'scores': [0.9748556613922119, 0.5343535542488098, 0.006168564315885305, 0.0013244461733847857, 0.000264458532910794, 0.00019154547771904618, 0.00015405623707920313]}",['robot'],robot
1078975668656984064,2018-12-29T11:27:00.000Z,robot dogs set patrol sewers beneath cities jobs humans hate,The Mirror,en,2,0,"{'sequence': 'robot dogs set patrol sewers beneath cities jobs humans hate', 'labels': ['artificial intelligence', 'robot', 'video game', 'virtual reality', 'space', 'war', 'sex'], 'scores': [0.9493038058280945, 0.9411603808403015, 0.3487529158592224, 0.05007776618003845, 0.0020643940661102533, 0.00015818925749044865, 0.00012198880722280592]}","['artificial intelligence', 'robot']",artificial intelligence
573049528955375616,2015-03-04T09:17:09.000Z,every childs dream comes true remotecontrolled car becomes robot video,Quotidiano Libero,it,0,0,"{'sequence': 'every childs dream comes true remotecontrolled car becomes robot video', 'labels': ['robot', 'artificial intelligence', 'virtual reality', 'video game', 'space', 'sex', 'war'], 'scores': [0.9755403995513916, 0.9507805705070496, 0.6105244755744934, 0.4526655077934265, 0.007536552380770445, 0.00029548091697506607, 8.508969767717645e-05]}","['robot', 'artificial intelligence']",robot
1195391010869796864,2019-11-15T17:20:00.000Z,currently 6g total connection artificial intelligence turn planet big brother within decade,La Razón,es,1,1,"{'sequence': 'currently 6g total connection artificial intelligence turn planet big brother within decade', 'labels': ['artificial intelligence', 'robot', 'video game', 'space', 'virtual reality', 'war', 'sex'], 'scores': [0.991118311882019, 0.667506992816925, 0.32356297969818115, 0.2432679980993271, 0.08719736337661743, 0.003120787674561143, 0.00026806461391970515]}",['artificial intelligence'],artificial intelligence
715494170257932288,2016-03-31T11:01:18.000Z,abc brings practical programmable kitchen robot get primer sunday,ABC.es,es,3,1,"{'sequence': 'abc brings practical programmable kitchen robot get primer sunday', 'labels': ['robot', 'artificial intelligence', 'space', 'virtual reality', 'video game', 'sex', 'war'], 'scores': [0.9871748685836792, 0.9277572631835938, 0.00035244948230683804, 0.0003368592297192663, 0.0003230567672289908, 0.0001785197528079152, 0.00016217250959016383]}","['robot', 'artificial intelligence']",robot
899932250107662336,2017-08-22T09:52:23.000Z,beware soldier robots giorgio metta iit scary war machines equipped,Repubblica,it,5,5,"{'sequence': 'beware soldier robots giorgio metta iit scary war machines equipped', 'labels': ['robot', 'war', 'artificial intelligence', 'video game', 'virtual reality', 'space', 'sex'], 'scores': [0.9946649074554443, 0.9658112525939941, 0.9446237087249756, 0.4901057183742523, 0.1450633853673935, 0.07871706038713455, 0.00021598002058453858]}","['robot', 'war', 'artificial intelligence']",robot
